rank,vx,vy,vz,base_label,label,num_points,gaussian_center_advantage,shell_center_penalty,ranking_adjustment,morphology_filter_penalty,context_mode_contribution,junction_mode_contribution,normal_variation,occupancy_asymmetry,planar_context_penalty,corner_context_bonus,junction_cluster_count,junction_orientation_dispersion,junction_score,junction_mixed_relabel_score,total_score
37,-8,-8,8,planar,planar,24,2.467679,-0.343175,-1.338246,1.381321,0.874230,0.000000,0.045090,0.406926,0.211896,0.775157,2,0.820150,0.183659,0.335633,0.279166
38,-6,-8,8,planar,planar,59,2.198510,0.112727,-1.848438,2.084665,1.885543,0.000000,0.200943,0.715152,0.284915,1.324606,2,0.597252,0.255235,0.411425,0.263676
39,-6,11,3,linear,linear,33,2.090394,0.052787,-0.566816,1.760825,0.401182,0.000000,0.047346,0.114155,0.150525,0.456155,1,0.000000,0.000000,0.017238,0.216722
40,-7,11,3,linear,linear,24,1.890515,0.111778,-0.476430,1.787034,0.311282,0.000000,0.025356,0.098039,0.141714,0.408741,1,0.000000,0.000000,0.009056,0.050112
41,-1,-8,5,linear,linear,25,-1.971618,0.713492,-0.584381,1.777671,3.529009,0.000000,0.336195,0.666667,0.058149,1.587197,3,0.488367,0.726006,0.802849,-0.091170
42,6,-1,1,planar,planar,153,1.625116,-0.173184,-1.208461,1.439198,1.097010,0.000000,0.201427,0.596363,0.286503,1.061259,2,0.423979,0.224966,0.328882,-0.098716
43,6,-13,2,planar,planar,16,0.125303,-0.747170,-1.117443,1.482129,2.995620,0.000000,0.546529,0.412698,0.084770,1.458449,2,0.697623,0.335314,0.521570,-0.225819
44,6,-6,2,corner_like,corner_like,57,-2.873240,0.620860,0.669379,0.276234,1.506982,0.000000,0.181907,0.413333,0.164704,0.966908,1,0.234539,0.000000,0.286899,-0.352252
45,-10,-4,8,linear,linear,21,-1.386594,0.388697,-0.405926,1.797766,2.812315,0.000000,0.130517,0.666667,0.065081,1.309532,1,0.000000,0.000000,0.202599,-0.389274
46,-9,-3,8,planar,planar,56,2.161980,-0.073873,-1.958385,2.295770,1.761226,0.000000,0.050501,0.333333,0.061809,0.834843,2,0.197054,0.160632,0.073742,-0.404823
47,-4,-8,8,linear,linear,47,0.529016,-0.167394,-0.475427,1.748685,1.441164,0.000000,0.287383,0.143939,0.105001,0.812967,3,0.552587,0.710660,0.593175,-0.421327
48,6,5,0,corner_like,corner_like,115,0.739882,-0.218745,0.333424,0.439406,-0.836851,0.000000,0.063744,0.126158,0.379155,0.358161,4,0.437249,0.766262,0.591132,-0.421696
49,-6,6,8,planar,planar,17,1.102214,-0.637728,-1.330159,2.058009,2.460445,0.000000,0.046408,0.666667,0.086005,1.195984,1,0.265714,0.000000,0.198177,-0.463237
50,-1,-9,-2,linear,linear,36,0.817730,-0.055256,-0.296789,1.799980,0.834239,0.000000,0.008114,0.370370,0.154871,0.685027,1,0.000000,0.000000,0.109246,-0.500056
51,-2,11,7,linear,linear,16,-1.048199,0.090094,-0.634146,1.794421,2.870768,0.000000,0.534007,0.398010,0.097753,1.425386,1,0.395693,0.000000,0.317798,-0.515904
52,-5,-8,8,planar,planar,63,2.378941,-0.278297,-1.770326,1.825658,0.978112,0.000000,0.138905,0.371069,0.247015,0.862365,2,0.634585,0.319633,0.387917,-0.517228
53,-12,4,8,planar,planar,24,1.235079,-0.231091,-1.409452,2.065961,1.850738,0.000000,0.060509,0.333333,0.044661,0.848354,2,0.116503,0.104171,0.088308,-0.620687
54,-6,-7,8,planar,planar,67,1.980189,0.070323,-1.764636,2.239911,1.250826,0.000000,0.097790,0.516667,0.243605,0.967016,1,0.520155,0.000000,0.230307,-0.703209
55,1,8,-2,linear,linear,38,-0.999477,0.005986,-0.315545,1.799975,2.361686,0.000000,0.000390,0.666667,0.068604,1.133860,1,0.000000,0.000000,0.196316,-0.747326
56,0,-7,-2,linear,linear,54,1.918047,0.524386,-0.660049,1.797929,-0.756868,0.000000,0.006841,0.170295,0.332800,0.329893,1,0.000000,0.000000,0.052328,-0.772413
57,3,-5,4,corner_like,corner_like,96,-1.381671,-0.079423,0.427853,0.293229,0.537145,0.000000,0.077026,0.660360,0.383737,0.963715,3,0.297095,0.466460,0.285956,-0.789325
58,-1,-11,8,planar,planar,31,2.297167,0.286904,-1.398390,2.207994,0.110357,0.000000,0.014214,0.066667,0.165420,0.359188,3,0.537921,0.630708,0.345248,-0.911956
59,6,5,3,planar,planar,16,0.528888,-0.178597,-1.522037,2.179103,2.425274,0.000000,0.348140,0.529680,0.153226,1.319304,1,0.514685,0.000000,0.389916,-0.925576
60,-7,-8,8,planar,planar,47,2.347275,-0.197169,-1.811958,2.046622,0.743293,0.000000,0.019139,0.473896,0.281901,0.813789,2,0.751889,0.198334,0.325966,-0.965182
61,-8,11,3,planar,planar,18,1.375410,0.116182,-1.901090,2.248204,1.631404,0.000000,0.012234,0.333333,0.062016,0.783183,1,0.000000,0.000000,0.064929,-1.026297
62,-9,-8,8,planar,planar,30,1.806275,-0.406319,-2.081496,2.729114,2.365805,0.000000,0.060984,0.666667,0.130261,1.215661,1,0.643520,0.000000,0.341080,-1.044850
63,2,9,-2,linear,linear,17,0.059580,0.064646,-0.425298,1.799996,1.000000,0.000000,0.000000,0.000000,0.000000,0.400000,1,0.000000,0.000000,0.021389,-1.101067
64,6,-13,1,corner_like,corner_like,26,-7.071113,1.584804,0.742647,0.458098,3.920901,0.000000,0.437412,0.666667,0.042676,1.723839,2,0.879170,0.264119,0.509296,-1.280860
65,6,-10,2,planar,planar,28,-0.329778,-0.066161,-1.221510,1.560678,1.841946,0.000000,0.298925,0.364780,0.142073,1.071474,1,0.694667,0.000000,0.451774,-1.336181
66,0,-10,6,planar,planar,38,1.107023,-0.359007,-1.995321,2.367192,2.252421,0.000000,0.025788,0.666667,0.128599,1.168147,3,0.500027,0.706379,0.662663,-1.362076
67,-2,-11,8,planar,planar,36,2.186065,0.412483,-1.772851,2.230367,-0.046459,0.000000,0.023101,0.049383,0.208275,0.352174,3,0.510268,0.747988,0.475217,-1.451130
68,-4,11,7,planar,planar,27,1.770169,-0.194019,-2.553747,3.715644,3.223983,0.000000,0.468126,0.333333,0.045418,1.398637,1,0.532902,0.000000,0.355355,-1.469258
69,-13,-7,8,planar,planar,21,1.206538,-0.287769,-1.881242,2.226030,1.676349,0.000000,0.024427,0.333333,0.060849,0.799643,2,0.136787,0.100872,0.066833,-1.512155
70,4,0,4,planar,planar,19,-0.865109,0.096037,-1.546537,2.003654,2.772164,0.000000,0.142401,0.666667,0.089776,1.325574,2,0.552923,0.300033,0.456312,-1.547099
71,6,5,-1,planar,planar,110,1.287938,-0.535533,-1.324376,1.519736,0.471465,0.000000,0.249239,0.228360,0.255705,0.721002,3,0.496105,0.733348,0.660233,-1.620240
72,-5,18,2,planar,planar,15,1.783915,0.015526,-1.872059,2.239806,0.545083,0.000000,0.022282,0.396396,0.280577,0.732784,1,0.000000,0.000000,0.073024,-1.767341
73,-3,-11,8,linear,linear,23,0.815285,-0.546902,-0.424051,1.782380,0.159525,0.000000,0.021781,0.040650,0.136136,0.340786,3,0.497009,0.748890,0.464447,-1.778523
74,-10,-11,8,planar,planar,15,1.627666,-0.229711,-2.089723,2.729132,1.632743,0.000000,0.018558,0.333333,0.068171,0.791720,2,0.783599,0.255257,0.226212,-1.788156
75,-6,18,2,planar,planar,15,0.132859,-0.132852,-1.628798,2.143985,1.836059,0.000000,0.062446,0.333333,0.051188,0.850968,1,0.000000,0.000000,0.083103,-1.936718
76,-7,-6,8,planar,planar,68,1.276408,-0.214366,-1.875180,2.245126,1.102696,0.000000,0.062240,0.536797,0.269298,0.941166,1,0.458742,0.000000,0.216239,-1.955568
77,-10,7,8,planar,planar,24,-0.148873,-0.135977,-1.755641,2.233326,2.270644,0.000000,0.017156,0.666667,0.114028,1.156494,1,0.000000,0.000000,0.147658,-2.003173
78,-5,-11,8,planar,planar,25,1.629629,-0.300729,-1.611362,2.160159,0.333093,0.000000,0.070362,0.098592,0.182207,0.470106,3,0.543998,0.699772,0.449145,-2.109528
79,6,-12,2,linear,linear,17,-2.119796,0.468055,-0.529734,1.781613,1.846531,0.000000,0.450001,0.066667,0.083761,0.947502,2,0.660552,0.368530,0.423824,-2.116557
80,-3,11,6,corner_like,corner_like,38,-5.463686,0.820407,0.859947,0.247664,1.913062,0.000000,0.068476,0.333333,0.033758,0.859110,3,0.463254,0.565799,0.422783,-2.117935
81,6,-13,3,linear,linear,16,-3.925097,1.010872,-0.658036,1.780378,3.164809,0.000000,0.240010,0.666667,0.070325,1.457346,3,0.693386,0.722059,0.745113,-2.187830
82,-8,-7,8,planar,planar,34,2.552528,0.257942,-1.864226,2.123363,-1.018318,0.000000,0.017769,0.194155,0.444784,0.370892,1,0.597591,0.000000,0.125956,-2.195438
83,5,-2,4,linear,linear,37,-1.860668,0.241046,-0.506485,1.765911,1.656484,0.000000,0.358996,0.124088,0.096318,0.887807,2,0.465479,0.259471,0.326311,-2.235533
84,12,-2,-1,linear,linear,21,-5.062323,1.694950,-0.318400,1.791675,3.173277,0.000000,0.036371,1.000000,0.099839,1.549101,2,0.093402,0.102299,0.201984,-2.304171
85,-5,11,3,planar,planar,49,2.437178,-0.012929,-2.033048,2.673449,-0.039615,0.000000,0.050497,0.051282,0.236226,0.391248,1,0.000000,0.000000,0.016432,-2.321862
86,3,-8,4,planar,planar,46,0.126091,-0.139718,-1.829807,2.073317,1.514337,0.000000,0.239095,0.413502,0.221971,1.044297,2,0.593835,0.254893,0.363667,-2.402414
87,-1,11,7,planar,planar,19,-1.296226,0.377982,-1.783207,2.228174,2.512489,0.000000,0.494817,0.363636,0.138211,1.334670,2,0.310806,0.200732,0.286070,-2.417136
88,2,6,-2,planar,planar,64,1.947717,0.362791,-1.599173,2.248597,-1.010472,0.000000,0.000068,0.144291,0.381795,0.292145,1,0.000000,0.000000,0.026280,-2.547734
89,4,-13,4,planar,planar,16,-0.106566,-0.018102,-1.587534,1.811421,0.940402,0.000000,0.277049,0.021277,0.144558,0.664087,3,0.637605,0.741997,0.685377,-2.583221
90,6,-16,1,planar,planar,15,1.845921,-0.025640,-2.234404,3.180688,1.000000,0.000000,0.000000,0.000000,0.000000,0.400000,0,0.000000,0.000000,0.130869,-2.594812
91,-11,-6,8,planar,planar,22,0.219949,0.241941,-1.432797,2.245104,0.598656,0.000000,0.017270,0.342857,0.213586,0.667124,1,0.120424,0.000000,0.094819,-2.617355
92,6,-5,2,planar,planar,93,0.778354,-0.544858,-1.576083,1.325112,0.026789,0.000000,0.057137,0.566667,0.440835,0.833801,1,0.299865,0.000000,0.187451,-2.640910
93,-2,-9,-2,linear,linear,32,-1.600179,0.341896,-0.368168,1.799986,0.779693,0.000000,0.000215,0.375000,0.167369,0.679457,1,0.000000,0.000000,0.109757,-2.646743
94,0,-11,8,linear,linear,24,-4.952595,2.516013,-0.296238,1.785379,1.759843,0.000000,0.022458,0.333333,0.033114,0.796985,3,0.570306,0.615217,0.378862,-2.758356
95,0,-8,4,planar,planar,162,-2.388852,0.360925,-1.870916,2.112397,3.084955,0.000000,0.241479,0.666667,0.096422,1.459331,2,0.440446,0.264140,0.423429,-2.926286
96,-1,-8,-2,linear,linear,43,-0.158711,-0.226765,-0.287279,1.799968,-0.453896,0.000000,0.005540,0.173837,0.241224,0.332033,1,0.000000,0.000000,0.042344,-2.926620
97,3,10,-2,linear,linear,15,-1.888258,-0.008547,-0.282680,1.799998,1.000000,0.000000,0.000000,0.000000,0.000000,0.400000,1,0.231762,0.000000,0.008889,-2.979483
98,5,-13,4,planar,planar,22,-3.474898,1.008915,-1.582500,2.154620,3.167375,0.000000,0.249705,0.666667,0.079604,1.470435,4,0.686536,0.751544,0.835836,-3.035728
99,-10,-7,8,planar,planar,30,2.382606,-0.337148,-2.268932,3.357766,0.494437,0.000000,0.017988,0.460606,0.346033,0.797617,1,0.155592,0.000000,0.116969,-3.086803
100,-4,11,3,planar,planar,45,1.317601,-0.482559,-1.727386,2.219569,0.004605,0.000000,0.035146,0.044248,0.200726,0.362786,1,0.788737,0.000000,0.168296,-3.107307
101,-11,-5,8,planar,planar,18,-1.251559,0.010233,-1.864459,2.234278,2.199527,0.000000,0.004571,0.666667,0.122841,1.139505,1,0.099209,0.000000,0.177901,-3.140537
102,12,-3,0,planar,planar,45,-2.842669,0.861015,-1.500105,2.108905,2.360242,0.000000,0.028854,0.666667,0.098607,1.172286,1,0.115844,0.000000,0.176331,-3.230423
103,-8,-10,6,planar,planar,27,-1.621109,0.495526,-1.609243,2.240917,1.654281,0.000000,0.009769,0.333333,0.052417,0.779855,2,0.712404,0.264490,0.249732,-3.321462
104,-10,2,8,planar,planar,25,-3.329818,1.623083,-1.659643,2.225872,2.262212,0.000000,0.009452,0.666667,0.108622,1.146093,2,0.084588,0.127665,0.191473,-3.330037
105,6,4,1,planar,planar,212,2.534593,-0.004734,-2.078967,2.636007,-1.162173,0.000000,0.066146,0.144858,0.497572,0.381975,3,0.117992,0.271337,0.128533,-3.347289
106,-8,-11,8,planar,planar,15,1.032702,-0.587714,-1.582690,2.232989,0.002057,0.000000,0.021019,0.042735,0.185560,0.342050,2,0.707963,0.302298,0.181671,-3.368634
107,-3,11,3,planar,planar,64,1.307673,-0.228292,-1.967509,2.484528,-0.113086,0.000000,0.018849,0.065476,0.237978,0.364136,2,0.829563,0.214280,0.182273,-3.485741
108,0,-2,-2,planar,planar,1051,-0.129333,-0.073587,-1.671070,2.246664,0.547245,0.000000,0.000158,0.393902,0.254827,0.700172,1,0.547524,0.000000,0.232912,-3.573409
109,-10,-5,8,planar,planar,44,2.019771,0.590246,-2.223717,3.157181,-0.805118,0.000000,0.075968,0.260904,0.496101,0.522884,1,0.105494,0.000000,0.010978,-3.576000
110,6,-9,2,planar,planar,29,-1.420914,0.486976,-1.368168,1.521034,0.211308,0.000000,0.256423,0.130890,0.260739,0.623483,2,0.493011,0.254685,0.272245,-3.611832
111,-4,18,2,planar,planar,22,-0.018581,0.062775,-1.926324,2.240030,0.501142,0.000000,0.009625,0.410256,0.292681,0.730942,1,0.000000,0.000000,0.098552,-3.621017
112,0,-10,7,planar,planar,63,-2.371195,0.625092,-1.912317,2.244974,2.256641,0.000000,0.022225,0.666667,0.123601,1.163337,3,0.530255,0.621451,0.485522,-3.646753
113,5,4,4,planar,planar,49,-1.360596,0.157137,-1.623958,1.702495,0.863318,0.000000,0.254202,0.032787,0.154290,0.645905,4,0.433503,0.715152,0.667680,-3.666594
114,6,1,3,planar,planar,187,2.384408,0.014114,-2.110407,2.968605,-0.996775,0.000000,0.076220,0.173202,0.481125,0.426753,2,0.419116,0.197318,0.097739,-3.677265
115,-8,-6,8,planar,planar,49,2.506183,0.193460,-2.164459,2.949004,-1.282670,0.000000,0.013819,0.191045,0.519390,0.362139,1,0.325603,0.000000,0.010931,-3.696489
116,6,6,0,planar,planar,90,2.084648,-0.320209,-1.971368,2.483902,-1.035303,0.000000,0.119629,0.059933,0.442215,0.360759,3,0.466332,0.638694,0.425022,-3.726134
117,0,-5,-2,planar,planar,220,1.883999,0.545260,-2.120123,2.792309,-1.256858,0.000000,0.000072,0.207090,0.510748,0.361230,1,0.000000,0.000000,0.033194,-3.740030
118,1,-10,6,linear,linear,17,-4.407690,1.248565,-0.513773,1.799258,1.687991,0.000000,0.008499,0.333333,0.040726,0.778140,3,0.530706,0.688146,0.557760,-3.784166
119,-9,-6,8,planar,planar,35,2.067452,0.056663,-2.047650,2.591294,-1.310495,0.000000,0.034030,0.107444,0.478200,0.297462,1,0.121336,0.000000,0.006739,-3.825323
120,0,-9,-2,linear,linear,40,-2.964928,2.060637,-0.610571,1.795616,-0.595837,0.000000,0.019336,0.194658,0.316843,0.373562,1,0.000000,0.000000,0.005578,-3.906314
121,-7,8,8,linear,linear,21,-5.986681,1.042910,-0.276822,1.799942,3.072969,0.000000,0.196162,0.666667,0.053049,1.398151,1,0.000000,0.000000,0.276848,-3.947566
122,-7,-7,8,planar,planar,62,2.491674,0.268030,-2.208318,3.143755,-1.364006,0.000000,0.015497,0.169780,0.528165,0.341013,1,0.530537,0.000000,0.064822,-3.956376
123,0,-6,-2,planar,planar,114,1.737275,0.304321,-2.097166,2.714325,-1.194709,0.000000,0.000096,0.222967,0.505085,0.378727,1,0.000000,0.000000,0.037999,-3.964604
124,-6,7,8,planar,planar,35,-0.008493,-0.247665,-1.949933,2.333677,0.453304,0.000000,0.009767,0.403101,0.301494,0.723263,1,0.224101,0.000000,0.116956,-4.086464
125,-7,-10,6,linear,linear,39,-2.498895,0.829272,-0.627294,1.791688,-0.001415,0.000000,0.013088,0.022989,0.161684,0.309623,2,0.697252,0.280964,0.202461,-4.090020
126,6,-8,2,planar,planar,46,-2.469894,0.603260,-1.384106,2.052628,1.183577,0.000000,0.094283,0.441860,0.197357,0.879995,2,0.491285,0.219131,0.289658,-4.119791
127,6,0,0,planar,planar,195,-1.155408,0.112542,-1.575150,1.888848,0.365837,0.000000,0.245639,0.245683,0.299124,0.735196,2,0.696379,0.238587,0.379549,-4.141027
128,-8,-5,8,planar,planar,57,2.277379,0.189290,-2.308372,3.477022,-0.822722,0.000000,0.075360,0.281385,0.518217,0.544593,1,0.160532,0.000000,0.015447,-4.141448
129,-4,-11,8,planar,planar,46,0.104736,-0.047889,-1.962204,2.289336,-0.045511,0.000000,0.064911,0.013889,0.221368,0.369574,3,0.475699,0.742081,0.453219,-4.240204
130,-8,6,8,planar,planar,18,-1.799083,0.648227,-1.518382,2.209212,0.615586,0.000000,0.018548,0.365079,0.228507,0.693293,1,0.261627,0.000000,0.102007,-4.262864
131,6,7,0,planar,planar,83,2.567656,0.078348,-2.343721,3.312758,-1.297863,0.000000,0.097684,0.094916,0.529815,0.369614,3,0.531476,0.533168,0.300839,-4.308338
132,-9,1,8,planar,planar,61,-2.740360,0.809797,-1.895536,2.235395,1.624341,0.000000,0.010228,0.333333,0.062106,0.780474,1,0.294801,0.000000,0.064769,-4.437153
133,6,4,3,planar,planar,109,0.700840,-0.226993,-2.038759,2.779004,-0.110748,0.000000,0.127870,0.389958,0.445547,0.734912,1,0.365480,0.000000,0.157423,-4.454664
134,6,3,3,planar,planar,94,2.233836,0.393812,-2.429010,3.726754,-0.939046,0.000000,0.112039,0.199935,0.523178,0.504514,2,0.413632,0.245176,0.113769,-4.467162
135,-9,-7,8,planar,planar,38,1.318623,-0.235189,-1.928425,2.240466,-1.405662,0.000000,0.028951,0.046474,0.450618,0.223538,1,0.209618,0.000000,-0.011924,-4.491118
136,6,11,2,planar,planar,29,-3.047608,-0.131661,-1.425086,1.825290,1.932235,0.000000,0.284921,0.441315,0.164509,1.136756,2,0.634536,0.269379,0.435234,-4.497412
137,-9,6,8,planar,planar,19,-1.072686,-0.191112,-1.531548,2.244355,0.498200,0.000000,0.011378,0.333333,0.230319,0.648694,1,0.263038,0.000000,0.076893,-4.541502
138,-7,-11,8,planar,planar,22,-0.820419,0.086552,-1.796624,2.216305,0.160930,0.000000,0.053816,0.083333,0.205087,0.430984,2,0.885253,0.328653,0.209402,-4.585866
139,-8,4,8,planar,planar,55,-0.640073,0.272590,-2.153385,3.001703,0.843607,0.000000,0.084594,0.459259,0.306624,0.886054,1,0.270834,0.000000,0.133979,-4.678963
140,-5,9,8,linear,linear,18,-2.989976,0.863694,-0.477904,1.797312,-0.363076,0.000000,0.057693,0.180791,0.273323,0.410089,1,0.429823,0.000000,0.088193,-4.764575
141,-10,6,8,linear,linear,18,-6.546098,1.543248,-0.412776,1.794032,2.442180,0.000000,0.028725,0.666667,0.073261,1.172112,1,0.000000,0.000000,0.167333,-4.767478
142,-9,-4,8,linear,linear,30,-1.946764,0.205445,-0.606293,1.796854,-0.646865,0.000000,0.096526,0.050622,0.290826,0.319328,1,0.210449,0.000000,-0.000160,-4.791331
143,-11,-7,8,planar,planar,17,1.727201,-0.300272,-2.145509,2.959465,-1.143741,0.000000,0.056939,0.155262,0.491142,0.380989,1,0.155289,0.000000,-0.042492,-4.821787
144,3,-3,4,planar,planar,161,-2.488948,0.247623,-1.224541,1.831434,0.467790,0.000000,0.120174,0.033467,0.137384,0.465715,3,0.494803,0.663874,0.508301,-4.829509
145,-9,-5,8,planar,planar,55,1.716467,0.052999,-2.180304,3.005556,-1.446568,0.000000,0.047423,0.068545,0.501063,0.272755,1,0.144091,0.000000,-0.018422,-4.862962
146,6,2,0,planar,planar,243,2.191695,-0.063951,-2.203626,3.308475,-1.482852,0.000000,0.045823,0.083798,0.523472,0.287373,2,0.605715,0.263746,0.198704,-4.867209
