vx,vy,vz,center_x,center_y,center_z,num_points,base_label,label,eig1,eig2,eig3,linearity,planarity,scattering,anisotropy,omnivariance,gaussian_avg_mahalanobis2,gaussian_center_mahalanobis2,gaussian_avg_euclidean,gaussian_center_advantage,shell_avg_residual,shell_center_residual,shell_avg_radius,shell_center_penalty,occupied_face_count,occupied_face_ratio,opposite_face_pair_ratio,normal_variation,occupancy_asymmetry,planar_context_penalty,corner_context_bonus,junction_neighbor_count,junction_cluster_count,junction_entropy,junction_dominant_fraction,junction_orientation_dispersion,junction_score,junction_mixed_relabel_score
-9,-7,3,-8.500000,-6.500000,3.500000,41,corner_like,corner_like,0.140636,0.069914,0.025325,0.502875,0.317051,0.180074,0.819926,0.062912,2.869123,0.999237,0.421890,1.869886,0.375988,0.303019,1.185913,-0.072969,1,0.166667,0.000000,0.983221,0.333333,0.000758,2.094016,16,2,0.969790,0.206771,0.499864,0.425608,0.505995
-9,-6,0,-8.500000,-5.500000,0.500000,21,planar,planar,0.224363,0.067564,0.001985,0.698864,0.292287,0.008849,0.991151,0.031106,2.520017,19.502088,0.523887,-16.982070,0.965843,2.644667,1.965843,1.678824,2,0.333333,0.000000,0.685011,0.666667,0.031004,2.058098,37,2,0.734879,0.417787,0.575508,0.311110,0.555506
-9,-6,1,-8.500000,-5.500000,1.500000,76,volumetric,volumetric,0.091295,0.060784,0.032884,0.334196,0.305609,0.360195,0.639805,0.056721,2.904737,2.094272,0.389960,0.810466,0.566682,0.492828,1.417081,-0.073854,4,0.666667,0.333333,0.448384,0.802817,0.120435,1.755084,38,2,0.807382,0.281966,0.582011,0.365099,0.652550
-9,-6,2,-8.500000,-5.500000,2.500000,50,planar,junction_like_mixed,0.147165,0.049328,0.009947,0.664810,0.267601,0.067588,0.932412,0.041641,2.824388,0.467232,0.407177,2.357156,0.479256,0.390005,1.229176,-0.089251,4,0.666667,0.333333,0.375362,0.815873,0.161457,1.670866,27,2,0.881553,0.251832,0.596368,0.390914,0.660276
-9,-6,3,-8.500000,-5.500000,3.500000,29,planar,planar,0.093786,0.082552,0.004104,0.119780,0.836460,0.043759,0.956241,0.031673,2.685642,14.422157,0.381331,-11.736515,0.627253,3.040816,1.600842,2.413563,2,0.333333,0.000000,0.537481,0.666667,0.074483,1.858933,20,1,0.962546,0.152234,0.594976,0.000000,0.613555
-9,-5,-1,-8.500000,-4.500000,-0.500000,111,planar,planar,0.111571,0.073235,0.006408,0.343600,0.598967,0.057433,0.942567,0.037411,2.817045,3.774639,0.409035,-0.957594,0.554999,0.522165,1.466509,-0.032834,2,0.333333,0.000000,0.287013,0.666667,0.094013,1.520801,24,2,0.629019,0.611375,0.700024,0.239825,0.563102
-9,-5,0,-8.500000,-4.500000,0.500000,128,corner_like,corner_like,0.115136,0.072957,0.020479,0.366343,0.455789,0.177868,0.822132,0.055616,2.908410,1.008256,0.437439,1.900154,0.619659,0.116478,1.583887,-0.503182,4,0.666667,0.666667,0.401187,0.282171,0.233141,0.985324,32,3,0.733513,0.444015,0.566268,0.607123,0.611062
-9,-5,1,-8.500000,-4.500000,1.500000,80,planar,planar,0.101030,0.073275,0.011342,0.274726,0.613011,0.112263,0.887737,0.043789,2.859515,7.043484,0.400439,-4.183969,0.444921,0.213748,1.222557,-0.231173,4,0.666667,0.666667,0.276970,0.187822,0.341832,0.713847,35,1,0.712085,0.477492,0.678540,0.000000,0.421357
-9,-5,2,-8.500000,-4.500000,2.500000,52,planar,planar,0.106948,0.063755,0.011077,0.403865,0.492563,0.103572,0.896428,0.042270,2.836865,1.953674,0.400896,0.883191,0.475424,0.040243,1.389851,-0.435181,4,0.666667,0.333333,0.426487,0.792961,0.187839,1.714681,26,1,0.775167,0.439523,0.643202,0.000000,0.634951
-9,-4,-1,-8.500000,-3.500000,-0.500000,103,planar,planar,0.101319,0.079172,0.005073,0.218590,0.731345,0.050066,0.949934,0.034395,2.785768,29.430767,0.393413,-26.644999,0.644899,4.707373,1.476001,4.062474,4,0.666667,0.333333,0.147119,0.729927,0.355984,1.268197,21,2,0.474530,0.740068,0.639420,0.184486,0.420849
-9,-4,0,-8.500000,-3.500000,0.500000,112,planar,planar,0.083463,0.067395,0.000489,0.192523,0.801623,0.005854,0.994146,0.014008,2.281232,73.469022,0.365950,-71.187790,0.484181,5.654654,1.327166,5.170472,4,0.666667,0.666667,0.118491,0.014589,0.510691,0.309343,29,3,0.674160,0.487367,0.411305,0.529428,0.225729
-9,-4,1,-8.500000,-3.500000,1.500000,101,planar,planar,0.084436,0.065798,0.002555,0.220741,0.749000,0.030259,0.969741,0.024213,2.665375,7.719081,0.369544,-5.053706,0.598311,0.873738,1.549208,0.275427,4,0.666667,0.666667,0.057716,0.116249,0.519047,0.339124,34,1,0.692381,0.499173,0.560049,0.000000,0.184142
-9,-4,2,-8.500000,-3.500000,2.500000,111,planar,planar,0.104915,0.066577,0.009223,0.365422,0.546672,0.087907,0.912093,0.040087,2.852012,0.085380,0.393991,2.766632,0.510919,0.714454,1.396884,0.203535,4,0.666667,0.666667,0.121453,0.206842,0.395094,0.524820,31,3,0.799407,0.340548,0.591601,0.692739,0.581260
-9,-4,3,-8.500000,-3.500000,3.500000,59,planar,planar,0.084183,0.035751,0.001332,0.575319,0.408854,0.015827,0.984173,0.015887,2.489386,46.165633,0.321649,-43.676247,0.518918,4.119941,1.441062,3.601024,3,0.500000,0.000000,0.219483,1.000000,0.130978,1.796302,26,2,0.778946,0.379370,0.662538,0.330905,0.581280
-9,-3,-2,-8.500000,-2.500000,-1.500000,75,planar,planar,0.069761,0.037793,0.001051,0.458255,0.526677,0.015069,0.984931,0.014046,2.439602,105.882143,0.304446,-103.442542,0.521266,8.405347,1.366369,7.884082,2,0.333333,0.000000,0.033952,0.666667,0.121685,1.179169,15,1,0.460500,0.815749,0.526583,0.000000,0.285080
-9,-3,-1,-8.500000,-2.500000,-0.500000,163,planar,planar,0.103868,0.089529,0.005029,0.138047,0.813538,0.048415,0.951585,0.036027,2.796285,16.627093,0.421446,-13.830809,0.506658,1.607508,1.397441,1.100851,4,0.666667,0.666667,0.020851,0.161537,0.562590,0.339172,20,1,0.368325,0.864146,0.522165,0.000000,0.102958
-9,-3,0,-8.500000,-2.500000,0.500000,137,planar,planar,0.079714,0.060390,0.003796,0.242420,0.709960,0.047620,0.952380,0.026339,2.742646,8.693680,0.354846,-5.951034,0.504449,0.753507,1.353123,0.249058,4,0.666667,0.666667,0.015638,0.031914,0.521585,0.189550,27,2,0.563140,0.664701,0.262491,0.157309,0.042950
-9,-3,1,-8.500000,-2.500000,1.500000,164,planar,planar,0.098837,0.076058,0.004577,0.230472,0.723216,0.046312,0.953688,0.032526,2.780650,1.494227,0.400498,1.286423,0.488732,0.145276,1.420254,-0.343456,4,0.666667,0.666667,0.013043,0.046641,0.528931,0.202247,31,2,0.642272,0.599037,0.477955,0.245243,0.118263
-9,-3,2,-8.500000,-2.500000,2.500000,110,planar,planar,0.080901,0.071162,0.000152,0.120383,0.877741,0.001875,0.998125,0.009559,2.086506,0.408055,0.360113,1.678451,0.353818,0.448944,1.090906,0.095125,4,0.666667,0.666667,0.021045,0.168442,0.600345,0.347030,31,3,0.722809,0.372550,0.535934,0.642306,0.380697
-9,-3,3,-8.500000,-2.500000,3.500000,77,planar,planar,0.083191,0.078083,0.004675,0.061404,0.882399,0.056196,0.943804,0.031199,2.762914,5.244685,0.377499,-2.481771,0.683389,0.744892,1.645985,0.061504,4,0.666667,0.333333,0.227728,0.712895,0.360659,1.358285,26,2,0.668514,0.507391,0.690971,0.274004,0.541759
-9,-2,-2,-8.500000,-1.500000,-1.500000,116,planar,planar,0.080213,0.047783,0.005099,0.404303,0.532124,0.063573,0.936427,0.026937,2.779070,14.784388,0.341687,-12.005318,0.344898,1.257767,1.277870,0.912869,3,0.500000,0.333333,0.091811,0.467290,0.260008,0.904630,16,1,0.399332,0.884116,0.651375,0.000000,0.334202
-9,-2,-1,-8.500000,-1.500000,-0.500000,152,planar,planar,0.106814,0.074471,0.000401,0.302799,0.693445,0.003756,0.996244,0.014723,2.248895,59.878356,0.395486,-57.629462,0.517455,5.007648,1.349880,4.490193,4,0.666667,0.666667,0.010013,0.116531,0.527614,0.275034,21,1,0.293294,0.923711,0.663449,0.000000,0.148308
-9,-2,0,-8.500000,-1.500000,0.500000,93,planar,planar,0.061142,0.050559,0.000163,0.173098,0.824231,0.002671,0.997329,0.007962,2.082254,27.208954,0.313948,-25.126700,0.320991,3.043922,1.082743,2.722931,4,0.666667,0.666667,0.004338,0.144175,0.587318,0.297782,26,1,0.175910,0.952047,0.612401,0.000000,0.134368
-9,-2,1,-8.500000,-1.500000,1.500000,95,planar,planar,0.089558,0.063489,0.001143,0.291082,0.696154,0.012764,0.987236,0.018662,2.480450,0.363901,0.368204,2.116548,0.450578,0.388923,1.295308,-0.061654,4,0.666667,0.666667,0.009859,0.076082,0.526777,0.230333,30,1,0.335245,0.876942,0.837859,0.000000,0.178905
-9,-2,2,-8.500000,-1.500000,2.500000,83,planar,planar,0.115603,0.058238,0.000544,0.496229,0.499069,0.004702,0.995298,0.015411,2.298679,2.269193,0.390010,0.029486,0.394303,0.259274,1.232949,-0.135029,4,0.666667,0.666667,0.006058,0.041605,0.445782,0.187277,33,2,0.472408,0.725430,0.773784,0.187561,0.186329
-9,-2,3,-8.500000,-1.500000,3.500000,78,planar,planar,0.080106,0.054125,0.000729,0.324328,0.666576,0.009096,0.990904,0.014673,2.360393,20.347861,0.343970,-17.987468,0.451379,3.030442,1.336977,2.579063,4,0.666667,0.666667,0.190328,0.286848,0.421078,0.705810,30,3,0.738044,0.329659,0.559725,0.672518,0.553128
-9,-2,4,-8.500000,-1.500000,4.500000,15,linear,linear,0.016678,0.000549,0.000000,0.967095,0.032899,0.000006,0.999994,0.000095,1.211336,192.984564,0.114255,-191.773229,0.350741,13.283469,1.007730,12.932728,3,0.500000,0.000000,0.520687,1.000000,0.048952,2.202928,25,2,0.641504,0.510332,0.716345,0.268258,0.581900
-9,-1,-2,-8.500000,-0.500000,-1.500000,32,linear,linear,0.114280,0.017179,0.001055,0.849678,0.141088,0.009234,0.990766,0.012748,2.373211,2.504389,0.310451,-0.131178,0.566097,0.066854,1.157271,-0.499243,2,0.333333,0.000000,0.237184,0.666667,0.061321,1.453532,16,1,0.536312,0.813571,0.738090,0.000000,0.446230
-9,-1,-1,-8.500000,-0.500000,-0.500000,100,planar,planar,0.126609,0.065378,0.000141,0.483621,0.515266,0.001113,0.998887,0.010527,2.079622,32.826905,0.399883,-30.747283,0.463328,3.161468,1.151274,2.698139,4,0.666667,0.666667,0.077504,0.175984,0.420986,0.431546,21,1,0.531867,0.824623,0.644773,0.000000,0.176571
-9,-1,0,-8.500000,-0.500000,0.500000,91,planar,planar,0.076658,0.040442,0.000158,0.472440,0.525501,0.002059,0.997941,0.007880,2.076254,6.313067,0.323907,-4.236813,0.240782,1.157331,1.189313,0.916550,4,0.666667,0.666667,0.000113,0.037727,0.460518,0.174986,25,1,0.390934,0.887280,0.651908,0.000000,0.170416
-9,-1,1,-8.500000,-0.500000,1.500000,116,planar,planar,0.088035,0.068467,0.000080,0.222273,0.776813,0.000914,0.999086,0.007857,2.031196,1.077116,0.370539,0.954080,0.337372,0.012580,1.135930,-0.324792,4,0.666667,0.666667,0.001988,0.074849,0.568606,0.218351,29,1,0.366417,0.891271,0.805075,0.000000,0.167223
-9,-1,2,-8.500000,-0.500000,2.500000,116,planar,planar,0.115515,0.080427,0.003708,0.303750,0.664150,0.032099,0.967901,0.032538,2.742878,6.615553,0.422583,-3.872675,0.403901,0.122132,1.288367,-0.281769,4,0.666667,0.666667,0.004572,0.149874,0.511294,0.304366,32,1,0.388422,0.816806,0.835328,0.000000,0.197426
-9,-1,3,-8.500000,-0.500000,3.500000,55,planar,planar,0.119046,0.054742,0.000204,0.540161,0.458128,0.001710,0.998290,0.010988,2.103920,54.747175,0.401182,-52.643255,0.710146,4.564415,1.710146,3.854269,4,0.666667,0.666667,0.003191,0.249884,0.430080,0.412514,31,2,0.555437,0.681501,0.742200,0.210413,0.216562
-9,-1,4,-8.500000,-0.500000,4.500000,22,planar,planar,0.100630,0.029558,0.000710,0.706276,0.286672,0.007052,0.992948,0.012827,2.264668,114.071310,0.340404,-111.806642,0.400958,8.495324,1.369767,8.094366,4,0.666667,0.333333,0.359867,0.807692,0.176569,1.640948,26,2,0.652763,0.566328,0.717563,0.255604,0.566119
-9,0,-1,-8.500000,0.500000,-0.500000,138,planar,planar,0.114150,0.058755,0.004298,0.485280,0.477064,0.037656,0.962344,0.030663,2.765659,0.860805,0.390702,1.904854,0.699802,0.034878,1.587858,-0.664924,3,0.500000,0.333333,0.047385,0.378788,0.261910,0.747303,23,2,0.735508,0.703652,0.642555,0.231845,0.318452
-9,0,0,-8.500000,0.500000,0.500000,86,planar,planar,0.068794,0.044971,0.000423,0.346289,0.647568,0.006142,0.993858,0.010934,2.234672,0.304319,0.320782,1.930352,0.551891,0.507794,1.525557,-0.044097,4,0.666667,0.666667,0.010001,0.112150,0.507387,0.270200,27,1,0.572835,0.803045,0.647118,0.000000,0.162761
-9,0,1,-8.500000,0.500000,1.500000,117,planar,planar,0.108625,0.081713,0.000412,0.247745,0.748460,0.003795,0.996205,0.015410,2.251290,10.665875,0.400916,-8.414585,0.444786,1.612623,1.218200,1.167837,4,0.666667,0.666667,0.004541,0.088969,0.554252,0.237329,30,1,0.416479,0.875253,0.695889,0.000000,0.169456
-9,0,2,-8.500000,0.500000,2.500000,100,planar,planar,0.090262,0.077112,0.003144,0.145688,0.819478,0.034835,0.965165,0.027971,2.707592,21.593217,0.387056,-18.885625,0.537258,1.678351,1.365317,1.141093,4,0.666667,0.666667,0.020584,0.138349,0.568367,0.313306,32,1,0.315113,0.873913,0.801665,0.000000,0.190901
-9,0,3,-8.500000,0.500000,3.500000,68,planar,planar,0.111295,0.054588,0.001701,0.509516,0.475201,0.015283,0.984717,0.021781,2.564581,54.681556,0.388304,-52.116975,0.645481,3.232942,1.581859,2.587461,4,0.666667,0.666667,0.010152,0.173228,0.431264,0.337590,32,2,0.479479,0.763235,0.699435,0.179819,0.204856
-9,0,4,-8.500000,0.500000,4.500000,37,planar,planar,0.072059,0.038582,0.000265,0.464578,0.531750,0.003672,0.996328,0.009027,2.111640,174.209275,0.305208,-172.097635,0.354925,8.948112,1.255701,8.593187,3,0.500000,0.000000,0.092316,1.000000,0.173319,1.624626,26,2,0.602465,0.656689,0.670601,0.223918,0.447872
-9,1,-1,-8.500000,1.500000,-0.500000,76,planar,planar,0.059105,0.037525,0.002034,0.365111,0.600474,0.034415,0.965585,0.016524,2.593246,11.068755,0.293628,-8.475509,0.735829,1.937416,1.608054,1.201587,4,0.666667,0.333333,0.181806,0.838828,0.307861,1.434815,24,2,0.668023,0.648313,0.680514,0.236476,0.480047
-9,1,0,-8.500000,1.500000,0.500000,153,planar,planar,0.080491,0.068010,0.005181,0.155061,0.780569,0.064371,0.935629,0.030497,2.793083,3.083297,0.367441,-0.290214,0.510979,0.433291,1.408808,-0.077688,4,0.666667,0.666667,0.076532,0.219626,0.513965,0.478239,30,2,0.621719,0.698632,0.617188,0.216157,0.217391
-9,1,1,-8.500000,1.500000,1.500000,171,planar,planar,0.092576,0.075230,0.008058,0.187378,0.725580,0.087041,0.912959,0.038286,2.849036,8.506447,0.393596,-5.657411,0.691921,1.031097,1.637649,0.339176,4,0.666667,0.666667,0.021078,0.116682,0.516324,0.290139,34,1,0.526148,0.773005,0.578908,0.000000,0.178720
-9,1,2,-8.500000,1.500000,2.500000,157,planar,planar,0.086656,0.066200,0.000547,0.236062,0.757621,0.006317,0.993683,0.014644,2.312630,73.963075,0.364968,-71.650446,0.483423,6.091755,1.288417,5.608332,4,0.666667,0.666667,0.006705,0.252022,0.556406,0.419610,34,1,0.286624,0.903138,0.864960,0.000000,0.198599
-9,1,3,-8.500000,1.500000,3.500000,62,planar,planar,0.097259,0.036515,0.000338,0.624560,0.371968,0.003471,0.996529,0.010624,2.179843,164.756704,0.340832,-162.576861,0.455438,8.641621,1.281205,8.186184,3,0.500000,0.000000,0.006938,1.000000,0.161278,1.509366,33,1,0.407815,0.847309,0.657664,0.000000,0.423799
-9,2,-1,-8.500000,2.500000,-0.500000,44,linear,linear,0.056681,0.008994,0.000439,0.841319,0.150945,0.007737,0.992263,0.006069,2.137736,175.791674,0.232419,-173.653938,0.334400,9.995628,1.267194,9.661228,3,0.500000,0.000000,0.167342,1.000000,0.101990,1.725911,24,2,0.729607,0.558023,0.685677,0.271255,0.510703
-9,2,0,-8.500000,2.500000,0.500000,151,planar,planar,0.087875,0.067622,0.002536,0.230479,0.740664,0.028856,0.971144,0.024699,2.673528,11.839906,0.371351,-9.166378,0.570727,0.979594,1.450458,0.408867,4,0.666667,0.666667,0.073104,0.163746,0.507526,0.412144,30,3,0.742496,0.536675,0.554403,0.558939,0.311207
-9,2,1,-8.500000,2.500000,1.500000,58,planar,planar,0.127856,0.047332,0.007737,0.629807,0.309683,0.060510,0.939490,0.036042,2.807828,13.877866,0.384732,-11.070038,0.355731,1.719489,1.310014,1.363758,5,0.833333,0.666667,0.056243,0.513171,0.379394,0.773749,35,2,0.602024,0.713630,0.587824,0.209393,0.286040
-9,2,2,-8.500000,2.500000,2.500000,181,planar,planar,0.098749,0.072819,0.000194,0.262585,0.735448,0.001968,0.998032,0.011180,2.127321,143.568408,0.388470,-141.441088,0.288457,7.504436,1.098711,7.215979,3,0.500000,0.333333,0.021272,0.598095,0.344145,0.953289,34,1,0.294445,0.897571,0.817748,0.000000,0.360375
-9,3,0,-8.500000,3.500000,0.500000,73,planar,planar,0.064079,0.038787,0.002210,0.394702,0.570816,0.034482,0.965518,0.017643,2.611661,44.818085,0.293339,-42.206424,0.622288,4.510300,1.557087,3.888012,3,0.500000,0.000000,0.215344,1.000000,0.152980,1.790715,28,2,0.704330,0.625606,0.685834,0.248433,0.526721
-9,3,1,-8.500000,3.500000,1.500000,65,planar,planar,0.077129,0.019590,0.000438,0.746013,0.248310,0.005676,0.994324,0.008713,2.208622,108.377107,0.278394,-106.168484,0.462613,7.897996,1.270763,7.435383,5,0.833333,0.666667,0.028885,0.534799,0.375148,0.760607,34,3,0.727374,0.617214,0.547972,0.509023,0.331668
-9,3,2,-8.500000,3.500000,2.500000,18,linear,linear,0.033377,0.004425,0.000041,0.867410,0.131359,0.001232,0.998768,0.001824,1.724625,226.437464,0.175293,-224.712839,0.424412,10.682329,1.109671,10.257917,3,0.500000,0.000000,0.030498,1.000000,0.115964,1.541172,32,1,0.397625,0.877670,0.732310,0.000000,0.436514
-9,4,1,-8.500000,4.500000,1.500000,58,planar,planar,0.054505,0.045244,0.000477,0.169909,0.821334,0.008757,0.991243,0.010558,2.244079,147.710018,0.302270,-145.465939,0.437293,8.900354,1.399032,8.463061,2,0.333333,0.000000,0.013667,0.666667,0.159273,1.151784,29,3,0.772075,0.574245,0.548813,0.548173,0.488603
-8,-9,3,-7.500000,-8.500000,3.500000,26,planar,planar,0.087293,0.044883,0.002592,0.485836,0.484475,0.029689,0.970311,0.021654,2.585053,5.778752,0.330812,-3.193700,0.582432,1.241347,1.372867,0.658915,1,0.166667,0.000000,0.001598,0.333333,0.059902,0.768824,12,3,0.951417,0.347366,0.393576,0.692111,0.453761
-8,-8,-1,-7.500000,-7.500000,-0.500000,44,linear,linear,0.105255,0.016474,0.000109,0.843489,0.155475,0.001037,0.998963,0.005741,1.985569,191.321881,0.313970,-189.336312,0.560026,8.519522,1.365466,7.959496,4,0.666667,0.333333,0.000843,0.875817,0.232663,1.231203,28,1,0.477217,0.777640,0.627385,0.000000,0.387203
-8,-8,0,-7.500000,-7.500000,0.500000,92,planar,planar,0.099949,0.073241,0.000060,0.267214,0.732190,0.000596,0.999404,0.007583,2.010752,3.804373,0.389009,-1.793621,0.290725,0.500806,1.025975,0.210081,4,0.666667,0.666667,0.007061,0.248792,0.546590,0.416537,31,1,0.574665,0.712782,0.560207,0.000000,0.140397
-8,-8,1,-7.500000,-7.500000,1.500000,22,planar,planar,0.089626,0.022542,0.001049,0.748482,0.239811,0.011706,0.988294,0.012846,2.346738,53.227508,0.297904,-50.880770,0.687737,6.150471,1.514930,5.462735,3,0.500000,0.333333,0.110969,0.358025,0.189592,0.810303,32,1,0.716363,0.569539,0.463330,0.000000,0.273836
-8,-8,7,-7.500000,-7.500000,7.500000,33,planar,planar,0.085026,0.028147,0.000466,0.668964,0.325552,0.005484,0.994516,0.010373,2.203235,24.938378,0.297578,-22.735144,0.561984,3.689260,1.316213,3.127276,1,0.166667,0.000000,0.035766,0.333333,0.049470,0.814951,6,2,0.747241,0.786966,0.155054,0.120695,0.067135
-8,-7,-2,-7.500000,-6.500000,-1.500000,53,linear,linear,0.095053,0.020520,0.000052,0.784121,0.215328,0.000551,0.999449,0.004674,1.955274,6.627082,0.309454,-4.671808,0.425218,1.471900,1.219705,1.046682,3,0.500000,0.333333,0.002024,0.494845,0.207731,0.813729,22,1,0.467586,0.797324,0.577569,0.000000,0.292388
-8,-7,-1,-7.500000,-6.500000,-0.500000,59,planar,planar,0.084322,0.027504,0.000132,0.673826,0.324613,0.001562,0.998438,0.006734,2.034485,175.340297,0.307216,-173.305811,0.421432,8.245761,1.233056,7.824329,4,0.666667,0.333333,0.000880,0.773463,0.289312,1.118663,31,1,0.564682,0.722276,0.578866,0.000000,0.348198
-8,-6,1,-7.500000,-5.500000,1.500000,15,linear,linear,0.079261,0.001158,0.000000,0.985392,0.014607,0.000001,0.999999,0.000182,1.422569,119.933209,0.240531,-118.510641,0.347603,9.244687,1.145921,8.897083,3,0.500000,0.333333,0.373196,0.375309,0.095766,1.183321,44,2,0.800282,0.346346,0.591215,0.344880,0.503971
-8,-6,2,-7.500000,-5.500000,2.500000,20,linear,linear,0.076922,0.000141,0.000000,0.998170,0.001829,0.000001,0.999999,0.000087,1.055075,169.247464,0.231951,-168.192389,0.350810,8.928146,0.701944,8.577337,3,0.500000,0.000000,0.506025,1.000000,0.047707,2.183133,32,1,0.887322,0.257819,0.583693,0.000000,0.610960
-8,-5,2,-7.500000,-4.500000,2.500000,18,linear,linear,0.067525,0.013250,0.000198,0.803781,0.193291,0.002928,0.997072,0.005614,1.964752,63.847124,0.252451,-61.882372,0.384078,6.973108,1.266202,6.589031,3,0.500000,0.333333,0.581713,0.495238,0.084373,1.596742,31,2,0.877996,0.259854,0.599117,0.387663,0.580055
-8,-4,3,-7.500000,-3.500000,3.500000,61,planar,planar,0.129280,0.095529,0.004831,0.261072,0.701560,0.037367,0.962633,0.039075,2.764391,5.825699,0.451277,-3.061308,0.886815,1.971459,1.781997,1.084644,3,0.500000,0.333333,0.069482,0.377451,0.313582,0.775664,32,2,0.828206,0.303535,0.615809,0.363429,0.412528
-8,-3,3,-7.500000,-2.500000,3.500000,59,planar,planar,0.118973,0.073386,0.000648,0.383173,0.611380,0.005447,0.994553,0.017820,2.331262,37.103187,0.404803,-34.771925,0.628600,4.089227,1.517855,3.460627,3,0.500000,0.333333,0.210630,0.349794,0.250099,0.935791,32,3,0.740807,0.383684,0.632909,0.643602,0.641092
