vx,vy,vz,center_x,center_y,center_z,num_points,base_label,label,eig1,eig2,eig3,linearity,planarity,scattering,anisotropy,omnivariance,gaussian_avg_mahalanobis2,gaussian_center_mahalanobis2,gaussian_avg_euclidean,gaussian_center_advantage,shell_avg_residual,shell_center_residual,shell_avg_radius,shell_center_penalty,occupied_face_count,occupied_face_ratio,opposite_face_pair_ratio,normal_variation,occupancy_asymmetry,planar_context_penalty,corner_context_bonus,junction_neighbor_count,junction_cluster_count,junction_entropy,junction_dominant_fraction,junction_orientation_dispersion,junction_score,junction_mixed_relabel_score
-11,-5,8,-10.500000,-4.500000,8.500000,18,planar,planar,0.080261,0.040416,0.000337,0.496440,0.499367,0.004193,0.995807,0.010296,2.092254,3.343813,0.288371,-1.251559,0.451437,0.461670,1.126848,0.010233,2,0.333333,0.000000,0.004571,0.666667,0.122841,1.139505,13,1,0.596428,0.855295,0.099209,0.000000,0.177901
-11,3,8,-10.500000,3.500000,8.500000,23,linear,linear,0.083829,0.018110,0.000353,0.783969,0.211824,0.004206,0.995794,0.008120,2.101072,26.975548,0.271101,-24.874476,0.664878,4.522926,1.437786,3.858047,2,0.333333,0.000000,0.109663,0.666667,0.079364,1.281378,9,1,0.000000,1.000000,0.000000,0.000000,0.180409
-11,4,8,-10.500000,4.500000,8.500000,22,planar,planar,0.100279,0.058589,0.000337,0.415742,0.580901,0.003357,0.996643,0.012553,2.124063,10.126959,0.374204,-8.002896,0.425386,1.740052,1.391761,1.314666,3,0.500000,0.333333,0.072092,0.420513,0.286468,0.826554,10,1,0.000000,1.000000,0.000000,0.000000,0.086699
-10,-11,8,-9.500000,-10.500000,8.500000,15,planar,planar,0.112221,0.071461,0.000692,0.363208,0.630626,0.006166,0.993834,0.017704,2.227237,0.599571,0.369649,1.627666,0.460948,0.231237,1.244978,-0.229711,1,0.166667,0.000000,0.018558,0.333333,0.068171,0.791720,3,2,0.882664,0.698873,0.783599,0.255257,0.226212
-10,-7,8,-9.500000,-6.500000,8.500000,30,planar,planar,0.112104,0.085397,0.001798,0.238230,0.745728,0.016041,0.983959,0.025821,2.534816,0.152210,0.392609,2.382606,0.838010,0.500862,1.654782,-0.337148,3,0.500000,0.333333,0.017988,0.460606,0.346033,0.797617,15,1,0.305917,0.945329,0.155592,0.000000,0.116969
-10,-6,8,-9.500000,-5.500000,8.500000,37,planar,planar,0.088309,0.071825,0.000416,0.186671,0.808622,0.004707,0.995293,0.013814,2.207362,0.849358,0.380824,1.358003,0.392051,0.102057,1.328248,-0.289994,4,0.666667,0.666667,0.037095,0.139086,0.561025,0.336406,18,1,0.390122,0.883305,0.127234,0.000000,-0.023978
-10,-5,8,-9.500000,-4.500000,8.500000,44,planar,planar,0.091852,0.064578,0.000153,0.296933,0.701405,0.001663,0.998337,0.009676,2.058602,0.038831,0.378365,2.019771,0.241712,0.831958,1.183586,0.590246,4,0.666667,0.666667,0.075968,0.260904,0.496101,0.522884,16,1,0.574816,0.863569,0.105494,0.000000,0.010978
-10,-4,8,-9.500000,-3.500000,8.500000,21,linear,linear,0.112533,0.010218,0.000084,0.909197,0.090058,0.000745,0.999255,0.004585,1.885118,3.271712,0.329311,-1.386594,0.265336,0.654033,1.197784,0.388697,2,0.333333,0.000000,0.130517,0.666667,0.065081,1.309532,11,1,0.000000,1.000000,0.000000,0.000000,0.202599
-10,2,8,-9.500000,2.500000,8.500000,25,planar,planar,0.073041,0.028606,0.000470,0.608355,0.385211,0.006434,0.993566,0.009939,2.181526,5.511344,0.273195,-3.329818,0.843209,2.466292,1.781623,1.623083,2,0.333333,0.000000,0.009452,0.666667,0.108622,1.146093,12,2,0.773924,0.588416,0.084588,0.127665,0.191473
-10,3,8,-9.500000,3.500000,8.500000,32,planar,planar,0.099985,0.076343,0.001339,0.236457,0.750156,0.013387,0.986613,0.021699,2.469873,2.783462,0.391217,-0.313590,0.382721,0.514319,1.370222,0.131598,4,0.666667,0.666667,0.030088,0.231602,0.538570,0.428714,12,1,0.526563,0.821438,0.134025,0.000000,-0.032086
-10,4,8,-9.500000,4.500000,8.500000,41,planar,planar,0.103746,0.069731,0.000671,0.327874,0.665656,0.006470,0.993530,0.016934,2.319953,3.355142,0.399970,-1.035190,0.404307,0.623818,1.380761,0.219511,3,0.500000,0.333333,0.017526,0.492063,0.325862,0.831596,14,1,0.520124,0.824290,0.130504,0.000000,0.115209
-10,6,8,-9.500000,6.500000,8.500000,18,linear,linear,0.122395,0.011941,0.000243,0.902438,0.095573,0.001989,0.998011,0.007086,1.993185,8.539283,0.346441,-6.546098,0.530159,2.073406,1.496977,1.543248,2,0.333333,0.000000,0.028725,0.666667,0.073261,1.172112,11,1,0.000000,1.000000,0.000000,0.000000,0.167333
-10,7,8,-9.500000,7.500000,8.500000,24,planar,planar,0.108249,0.047841,0.000481,0.558043,0.437511,0.004446,0.995554,0.013559,2.199654,2.348527,0.376477,-0.148873,0.568967,0.432990,1.548863,-0.135977,2,0.333333,0.000000,0.017156,0.666667,0.114028,1.156494,7,1,0.000000,1.000000,0.000000,0.000000,0.147658
-9,-11,8,-8.500000,-10.500000,8.500000,17,linear,linear,0.165501,0.019528,0.000658,0.882006,0.114021,0.003973,0.996027,0.012857,2.204209,8.075364,0.390419,-5.871155,0.884831,1.516995,1.870764,0.632164,2,0.333333,0.333333,0.009490,0.000000,0.139570,0.279479,5,2,0.954788,0.624518,0.712068,0.289645,0.169040
-9,-8,8,-8.500000,-7.500000,8.500000,30,planar,planar,0.099861,0.064045,0.001020,0.358658,0.631129,0.010213,0.989787,0.018684,2.396978,0.590703,0.380940,1.806275,0.479400,0.073080,1.424618,-0.406319,2,0.333333,0.000000,0.060984,0.666667,0.130261,1.215661,15,1,0.451392,0.857510,0.643520,0.000000,0.341080
-9,-7,8,-8.500000,-6.500000,8.500000,38,planar,planar,0.109446,0.058700,0.000278,0.463660,0.533797,0.002542,0.997458,0.012137,2.134201,0.815578,0.386595,1.318623,0.380208,0.145019,1.319254,-0.235189,4,0.666667,0.666667,0.028951,0.046474,0.450618,0.223538,18,1,0.322794,0.941167,0.209618,0.000000,-0.011924
-9,-6,8,-8.500000,-5.500000,8.500000,35,planar,planar,0.099501,0.061179,0.000705,0.385146,0.607768,0.007086,0.992914,0.016252,2.319279,0.251828,0.380706,2.067452,0.460955,0.517618,1.446431,0.056663,4,0.666667,0.666667,0.034030,0.107444,0.478200,0.297462,21,1,0.490525,0.844584,0.121336,0.000000,0.006739
-9,-5,8,-8.500000,-4.500000,8.500000,55,planar,planar,0.084138,0.056991,0.000106,0.322652,0.676084,0.001264,0.998736,0.007989,2.029535,0.313069,0.360261,1.716467,0.370655,0.423654,1.333295,0.052999,4,0.666667,0.666667,0.047423,0.068545,0.501063,0.272755,18,1,0.449792,0.852613,0.144091,0.000000,-0.018422
-9,-4,8,-8.500000,-3.500000,8.500000,30,linear,linear,0.096539,0.019886,0.000101,0.794007,0.204945,0.001049,0.998951,0.005793,1.966011,3.912775,0.308248,-1.946764,0.478250,0.683695,1.293945,0.205445,4,0.666667,0.666667,0.096526,0.050622,0.290826,0.319328,13,1,0.385725,0.887678,0.210449,0.000000,-0.000160
-9,-3,8,-8.500000,-2.500000,8.500000,56,planar,planar,0.113590,0.064439,0.000977,0.432699,0.558703,0.008598,0.991402,0.019264,2.425972,0.263992,0.388533,2.161980,0.554162,0.480289,1.538931,-0.073873,1,0.166667,0.000000,0.050501,0.333333,0.061809,0.834843,8,2,0.755783,0.638824,0.197054,0.160632,0.073742
-9,1,8,-8.500000,1.500000,8.500000,61,planar,planar,0.075515,0.039316,0.000294,0.479363,0.516743,0.003895,0.996105,0.009558,2.153506,4.893866,0.316679,-2.740360,0.394633,1.204430,1.336049,0.809797,1,0.166667,0.000000,0.010228,0.333333,0.062106,0.780474,7,1,0.608225,0.850645,0.294801,0.000000,0.064769
-9,2,8,-8.500000,2.500000,8.500000,61,planar,planar,0.111485,0.070633,0.000525,0.366432,0.628859,0.004709,0.995291,0.016050,2.283364,3.378024,0.401604,-1.094661,0.316582,0.438428,1.268587,0.121846,4,0.666667,0.666667,0.089271,0.024691,0.459682,0.281009,12,1,0.500452,0.807459,0.234625,0.000000,-0.037738
-9,3,8,-8.500000,3.500000,8.500000,61,planar,planar,0.118346,0.060081,0.001207,0.492326,0.497479,0.010195,0.989805,0.020471,2.480710,2.210256,0.390726,0.270454,0.494385,0.267244,1.422528,-0.227141,4,0.666667,0.666667,0.009224,0.047755,0.442410,0.198316,12,1,0.474569,0.822907,0.229736,0.000000,-0.044683
-9,4,8,-8.500000,4.500000,8.500000,62,planar,planar,0.097674,0.084721,0.001514,0.132612,0.851889,0.015498,0.984502,0.023225,2.538776,2.148694,0.401519,0.390081,0.410153,0.281488,1.403406,-0.128665,3,0.500000,0.333333,0.005040,0.381944,0.379855,0.693609,15,1,0.428004,0.847814,0.222522,0.000000,0.090880
-9,6,8,-8.500000,6.500000,8.500000,19,planar,planar,0.087556,0.026896,0.000132,0.692817,0.305677,0.001505,0.998495,0.006771,1.960404,3.033090,0.295841,-1.072686,0.358323,0.167211,1.160814,-0.191112,3,0.500000,0.333333,0.011378,0.333333,0.230319,0.648694,12,1,0.411179,0.879289,0.263038,0.000000,0.076893
-9,7,8,-8.500000,7.500000,8.500000,30,linear,linear,0.130517,0.023824,0.000636,0.817467,0.177660,0.004873,0.995127,0.012552,2.262842,13.916114,0.342826,-11.653273,0.692618,2.838269,1.672244,2.145651,3,0.500000,0.333333,0.006666,0.363636,0.195790,0.675666,9,1,0.428139,0.912479,0.267352,0.000000,0.069967
-9,11,8,-8.500000,11.500000,8.500000,17,linear,linear,0.105718,0.017913,0.000756,0.830557,0.162293,0.007150,0.992850,0.011270,2.228930,34.981557,0.305822,-32.752627,0.454186,4.398097,1.162092,3.943911,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.400000,5,2,0.638310,0.838321,0.701149,0.182280,0.170322
-9,18,-1,-8.500000,18.500000,-0.500000,27,planar,planar,0.081660,0.054514,0.000090,0.332431,0.666467,0.001102,0.998898,0.007373,1.976463,78.790477,0.350542,-76.814014,0.578941,5.113495,1.575216,4.534554,1,0.166667,0.000000,0.000548,0.333333,0.071719,0.767407,2,1,0.000000,1.000000,0.000000,0.000000,0.063994
-8,-11,8,-7.500000,-10.500000,8.500000,15,planar,planar,0.131064,0.044999,0.000595,0.656666,0.338798,0.004536,0.995464,0.015192,2.187309,1.154607,0.385459,1.032702,0.653673,0.065959,1.568890,-0.587714,2,0.333333,0.333333,0.021019,0.042735,0.185560,0.342050,7,2,0.973923,0.594778,0.707963,0.302298,0.181671
-8,-10,6,-7.500000,-9.500000,6.500000,27,planar,planar,0.072920,0.025790,0.000177,0.646325,0.351253,0.002422,0.997578,0.006926,2.021508,3.642617,0.291380,-1.621109,0.405932,0.901458,1.281808,0.495526,1,0.166667,0.000000,0.009769,0.333333,0.052417,0.779855,12,2,0.904755,0.679657,0.712404,0.264490,0.249732
-8,-8,8,-7.500000,-7.500000,8.500000,24,planar,planar,0.113601,0.046809,0.010873,0.587955,0.316337,0.095708,0.904292,0.038668,2.765874,0.298195,0.380493,2.467679,0.754261,0.411086,1.671816,-0.343175,3,0.500000,0.333333,0.045090,0.406926,0.211896,0.775157,16,2,0.644155,0.835846,0.820150,0.183659,0.335633
-8,-7,8,-7.500000,-6.500000,8.500000,34,planar,planar,0.128235,0.068304,0.002177,0.467349,0.515673,0.016978,0.983022,0.026717,2.584762,0.032234,0.426947,2.552528,0.556588,0.814529,1.536691,0.257942,4,0.666667,0.666667,0.017769,0.194155,0.444784,0.370892,17,1,0.233831,0.943357,0.597591,0.000000,0.125956
-8,-6,-2,-7.500000,-5.500000,-1.500000,21,linear,linear,0.076989,0.005623,0.000001,0.926958,0.073034,0.000008,0.999992,0.000641,1.749339,167.397699,0.243913,-165.648360,0.411178,8.092126,0.793071,7.680948,1,0.166667,0.000000,0.022384,0.333333,0.035619,0.796885,7,1,0.000000,1.000000,0.000000,0.000000,0.065741
-8,-6,8,-7.500000,-5.500000,8.500000,49,planar,planar,0.139113,0.097469,0.002145,0.299355,0.685227,0.015417,0.984583,0.030752,2.610335,0.104152,0.454357,2.506183,0.523992,0.717452,1.520223,0.193460,4,0.666667,0.666667,0.013819,0.191045,0.519390,0.362139,20,1,0.367124,0.873391,0.325603,0.000000,0.010931
-8,-5,8,-7.500000,-4.500000,8.500000,57,planar,planar,0.116720,0.089852,0.001132,0.230189,0.760112,0.009699,0.990301,0.022813,2.467419,0.190040,0.430322,2.277379,0.410766,0.600056,1.292531,0.189290,4,0.666667,0.666667,0.075360,0.281385,0.518217,0.544593,16,1,0.473044,0.849245,0.160532,0.000000,0.015447
-8,-4,8,-7.500000,-3.500000,8.500000,28,planar,planar,0.133072,0.040693,0.000295,0.694202,0.303582,0.002215,0.997785,0.011687,2.117797,8.230113,0.387813,-6.112316,0.447892,1.281856,1.355217,0.833964,2,0.333333,0.000000,0.111113,0.666667,0.089068,1.283336,11,2,0.604060,0.777952,0.162231,0.112976,0.193583
-8,2,8,-7.500000,2.500000,8.500000,29,linear,linear,0.088673,0.000321,0.000011,0.996383,0.003490,0.000127,0.999873,0.000685,1.199987,133.288515,0.248998,-132.088528,0.373539,9.768174,0.876277,9.394635,2,0.333333,0.000000,0.232992,0.666667,0.049529,1.447872,10,1,0.339603,0.936907,0.252808,0.000000,0.243960
-8,3,8,-7.500000,3.500000,8.500000,42,planar,planar,0.089620,0.046539,0.000410,0.480710,0.514719,0.004571,0.995429,0.011955,2.204768,12.089813,0.343824,-9.885045,0.455521,2.101733,1.406621,1.646212,3,0.500000,0.333333,0.060304,0.436508,0.272757,0.828236,10,1,0.550565,0.815890,0.280739,0.000000,0.087307
-8,4,8,-7.500000,4.500000,8.500000,55,planar,planar,0.101429,0.071498,0.002034,0.295086,0.684860,0.020054,0.979946,0.024525,2.598722,3.238795,0.391619,-0.640073,0.475460,0.748051,1.361884,0.272590,3,0.500000,0.333333,0.084594,0.459259,0.306624,0.886054,14,1,0.475864,0.850502,0.270834,0.000000,0.133979
-8,6,8,-7.500000,6.500000,8.500000,18,planar,planar,0.096116,0.030861,0.001045,0.678921,0.310202,0.010877,0.989123,0.014582,2.332230,4.131313,0.343416,-1.799083,0.652967,1.301193,1.652967,0.648227,3,0.500000,0.333333,0.018548,0.365079,0.228507,0.693293,14,1,0.397092,0.885012,0.261627,0.000000,0.102007
-8,7,8,-7.500000,7.500000,8.500000,20,planar,planar,0.175018,0.070590,0.001606,0.596672,0.394153,0.009175,0.990825,0.027071,2.466771,7.098987,0.461471,-4.632216,0.648973,1.254624,1.614669,0.605651,2,0.333333,0.000000,0.009233,0.666667,0.109527,1.145798,13,1,0.431075,0.911610,0.268966,0.000000,0.181057
-8,9,8,-7.500000,9.500000,8.500000,16,planar,planar,0.165850,0.044315,0.000211,0.732802,0.265923,0.001275,0.998725,0.011583,2.012323,13.212234,0.425314,-11.199911,0.373345,1.841763,1.284778,1.468418,2,0.333333,0.000000,0.004787,0.666667,0.095316,1.139796,12,1,0.455075,0.904343,0.284253,0.000000,0.171668
-8,10,8,-7.500000,10.500000,8.500000,23,planar,planar,0.107550,0.064756,0.000594,0.397902,0.596579,0.005520,0.994480,0.016050,2.245994,10.787772,0.395179,-8.541778,0.522356,1.723327,1.439909,1.200971,2,0.333333,0.000000,0.016131,0.666667,0.132729,1.155111,10,2,0.879830,0.412414,0.328286,0.281690,0.231698
-8,11,3,-7.500000,11.500000,3.500000,18,planar,planar,0.073587,0.037971,0.000035,0.483997,0.515524,0.000479,0.999521,0.004618,1.884151,0.508741,0.309360,1.375410,0.194508,0.310690,1.053190,0.116182,1,0.166667,0.000000,0.012234,0.333333,0.062016,0.783183,2,1,0.000000,1.000000,0.000000,0.000000,0.064929
-8,18,-1,-7.500000,18.500000,-0.500000,31,planar,planar,0.087567,0.052151,0.000039,0.404442,0.595111,0.000447,0.999553,0.005633,1.942799,88.992651,0.353552,-87.049852,0.536616,5.424085,1.536616,4.887469,2,0.333333,0.333333,0.010147,0.026667,0.243063,0.309699,3,1,0.000000,1.000000,0.000000,0.000000,-0.003512
-7,-11,3,-6.500000,-10.500000,3.500000,21,linear,linear,0.063733,0.001503,0.000000,0.976418,0.023578,0.000003,0.999997,0.000268,1.509732,26.820988,0.213111,-25.311255,0.327467,4.323677,1.021075,3.996211,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.400000,3,3,0.999023,0.352512,0.477103,0.770453,0.459588
-7,-11,8,-6.500000,-10.500000,8.500000,22,planar,planar,0.093753,0.044603,0.000842,0.524248,0.466766,0.008985,0.991015,0.015216,2.314531,3.134950,0.354710,-0.820419,0.834721,0.921273,1.834721,0.086552,2,0.333333,0.333333,0.053816,0.083333,0.205087,0.430984,8,2,0.998030,0.526126,0.885253,0.328653,0.209402
-7,-10,6,-6.500000,-9.500000,6.500000,39,linear,linear,0.089280,0.019814,0.000247,0.778070,0.219159,0.002771,0.997229,0.007592,2.084341,4.583237,0.303649,-2.498895,0.591538,1.420810,1.543448,0.829272,2,0.333333,0.333333,0.013088,0.022989,0.161684,0.309623,14,2,0.939251,0.644072,0.697252,0.280964,0.202461
-7,-8,3,-6.500000,-7.500000,3.500000,24,linear,linear,0.089345,0.009768,0.000411,0.890665,0.104731,0.004604,0.995396,0.007107,2.096380,137.029203,0.276897,-134.932824,0.553518,8.100091,1.406572,7.546572,1,0.166667,0.000000,0.003468,0.333333,0.038043,0.771348,2,2,0.989697,0.559683,0.387616,0.287798,0.109561
-7,-8,8,-6.500000,-7.500000,8.500000,47,planar,planar,0.100360,0.058209,0.005094,0.419999,0.529240,0.050761,0.949239,0.030990,2.749390,0.402115,0.377019,2.347275,0.562637,0.365468,1.386458,-0.197169,3,0.500000,0.333333,0.019139,0.473896,0.281901,0.813789,17,2,0.597316,0.754595,0.751889,0.198334,0.325966
-7,-7,8,-6.500000,-6.500000,8.500000,62,planar,planar,0.114595,0.082314,0.001396,0.281698,0.706125,0.012178,0.987822,0.023612,2.520580,0.028906,0.414899,2.491674,0.558317,0.826347,1.537488,0.268030,4,0.666667,0.666667,0.015497,0.169780,0.528165,0.341013,16,1,0.382889,0.889757,0.530537,0.000000,0.064822
-7,-6,-2,-6.500000,-5.500000,-1.500000,22,linear,linear,0.201758,0.026225,0.000119,0.870019,0.129392,0.000588,0.999412,0.008563,1.970594,96.050599,0.441330,-94.080005,0.353572,5.728911,1.226976,5.375339,3,0.500000,0.333333,0.025741,0.460784,0.179660,0.808279,12,1,0.000000,1.000000,0.000000,0.000000,0.114239
-7,-6,8,-6.500000,-5.500000,8.500000,68,planar,planar,0.087684,0.044112,0.000114,0.496926,0.501774,0.001300,0.998700,0.007611,2.038438,0.762030,0.343082,1.276408,0.570875,0.356509,1.568064,-0.214366,3,0.500000,0.333333,0.062240,0.536797,0.269298,0.941166,18,1,0.371700,0.890891,0.458742,0.000000,0.216239
-7,-5,-2,-6.500000,-4.500000,-1.500000,42,linear,linear,0.147168,0.003808,0.000003,0.974124,0.025855,0.000021,0.999979,0.001199,1.745760,106.363912,0.337901,-104.618152,0.390124,6.905447,1.005518,6.515323,3,0.500000,0.333333,0.014750,0.409357,0.153590,0.736872,12,1,0.000000,1.000000,0.000000,0.000000,0.100657
-7,-5,8,-6.500000,-4.500000,8.500000,15,linear,linear,0.029649,0.000059,0.000001,0.997999,0.001959,0.000042,0.999958,0.000130,0.956322,165.659356,0.142723,-164.703034,0.407541,10.711716,0.651875,10.304176,2,0.333333,0.000000,0.206701,0.666667,0.051086,1.412380,13,1,0.239419,0.960625,0.262194,0.000000,0.250495
-7,-4,-2,-6.500000,-3.500000,-1.500000,35,linear,linear,0.056869,0.003661,0.000000,0.935627,0.064364,0.000009,0.999991,0.000470,1.718132,146.999430,0.215395,-145.281298,0.366158,7.305365,0.857193,6.939206,2,0.333333,0.000000,0.015104,0.666667,0.070751,1.153724,10,1,0.000000,1.000000,0.000000,0.000000,0.159993
-7,4,8,-6.500000,4.500000,8.500000,28,linear,linear,0.052930,0.006103,0.000752,0.884703,0.101096,0.014201,0.985799,0.006239,2.188719,28.024062,0.214768,-25.835342,0.479339,3.816986,1.265570,3.337647,1,0.166667,0.000000,0.228462,0.333333,0.029049,1.075090,10,1,0.401469,0.920202,0.252358,0.000000,0.165655
-7,5,-2,-6.500000,5.500000,-1.500000,37,linear,linear,0.101953,0.002918,0.000001,0.971381,0.028605,0.000014,0.999986,0.000746,1.689503,207.405431,0.284852,-205.715928,0.324822,9.055154,0.925246,8.730332,2,0.333333,0.000000,0.009403,0.666667,0.066939,1.146027,10,1,0.000000,1.000000,0.000000,0.000000,0.159537
-7,6,-2,-6.500000,6.500000,-1.500000,25,linear,linear,0.143141,0.005801,0.000001,0.959470,0.040523,0.000007,0.999993,0.000947,1.773175,157.440734,0.350659,-155.667559,0.379720,9.064377,1.192885,8.684657,2,0.333333,0.000000,0.009698,0.666667,0.068326,1.146426,9,1,0.000000,1.000000,0.000000,0.000000,0.153311
-7,6,8,-6.500000,6.500000,8.500000,23,linear,linear,0.121439,0.011635,0.000348,0.904187,0.092945,0.002868,0.997132,0.007895,2.076594,15.860104,0.339925,-13.783510,0.428372,2.866516,1.411703,2.438144,2,0.333333,0.333333,0.056393,0.009524,0.128774,0.353273,13,1,0.432200,0.870528,0.265441,0.000000,0.037019
-7,8,8,-6.500000,8.500000,8.500000,21,linear,linear,0.095687,0.001471,0.000002,0.984629,0.015352,0.000019,0.999981,0.000640,1.511231,7.497911,0.270828,-5.986681,0.384673,1.427584,0.962368,1.042910,2,0.333333,0.000000,0.196162,0.666667,0.053049,1.398151,18,1,0.000000,1.000000,0.000000,0.000000,0.276848
-7,9,8,-6.500000,9.500000,8.500000,26,planar,planar,0.095174,0.064162,0.001501,0.325846,0.658386,0.015768,0.984232,0.020927,2.475357,5.958354,0.377654,-3.482997,0.489333,1.115891,1.453975,0.626558,4,0.666667,0.666667,0.064377,0.158025,0.481803,0.394070,15,1,0.399235,0.920834,0.256179,0.000000,-0.016666
-7,10,8,-6.500000,10.500000,8.500000,24,planar,planar,0.123882,0.070764,0.000836,0.428781,0.564472,0.006747,0.993253,0.019423,2.331949,12.818599,0.418271,-10.486650,0.703814,2.253117,1.691649,1.549303,3,0.500000,0.333333,0.050249,0.383333,0.288422,0.756169,14,2,0.620910,0.719608,0.581818,0.210640,0.209375
-7,11,3,-6.500000,11.500000,3.500000,24,linear,linear,0.099646,0.013877,0.000431,0.860733,0.134945,0.004322,0.995678,0.008413,2.131210,0.240694,0.286180,1.890515,0.531829,0.643607,1.270034,0.111778,2,0.333333,0.333333,0.025356,0.098039,0.141714,0.408741,3,1,0.000000,1.000000,0.000000,0.000000,0.009056
-7,12,6,-6.500000,12.500000,6.500000,20,linear,linear,0.085350,0.010043,0.000062,0.882333,0.116940,0.000727,0.999273,0.003761,1.858500,127.710206,0.261615,-125.851706,0.688797,12.022891,1.379300,11.334094,1,0.166667,0.000000,0.001626,0.333333,0.038964,0.768862,7,3,0.980713,0.406672,0.627213,0.727859,0.536777
-7,18,-1,-6.500000,18.500000,-0.500000,23,planar,planar,0.071603,0.050570,0.001081,0.293740,0.691166,0.015093,0.984907,0.015758,2.378136,29.517388,0.328361,-27.139252,0.771744,4.038335,1.771744,3.266591,2,0.333333,0.333333,0.045086,0.064103,0.252726,0.398045,7,1,0.000000,1.000000,0.000000,0.000000,0.006949
